날짜,지점,발생건수(건)
20180220,울산,665
20180221,울산,622
20180222,울산,633
20180223,울산,707
20180224,울산,510
20180225,울산,132
20180226,울산,894
20180227,울산,617
20180228,울산,544
20180301,울산,273
20180302,울산,763
20180303,울산,426
20180304,울산,82
20180305,울산,714
20180306,울산,611
20180307,울산,509
20180308,울산,545
20180309,울산,690
20180310,울산,500
20180311,울산,155
20180312,울산,838
20180313,울산,618
20180314,울산,583
20180315,울산,617
20180316,울산,779
20180317,울산,647
20180318,울산,91
20180319,울산,925
20180320,울산,718
20180321,울산,601
20180322,울산,766
20180323,울산,752
20180324,울산,670
20180325,울산,131
20180326,울산,1098
20180327,울산,808
20180328,울산,866
20180329,울산,862
20180330,울산,903
20180331,울산,737
20180401,울산,215
20180402,울산,1106
20180403,울산,865
20180404,울산,858
20180405,울산,936
20180406,울산,936
20180407,울산,758
20180408,울산,151
20180409,울산,1255
20180410,울산,908
20180411,울산,826
20180412,울산,979
20180413,울산,1036
20180414,울산,750
20180415,울산,214
20180416,울산,1334
20180417,울산,912
20180418,울산,949
20180419,울산,970
20180420,울산,1010
20180421,울산,849
20180422,울산,179
20180423,울산,1237
20180424,울산,954
20180425,울산,886
20180426,울산,901
20180427,울산,1002
20180428,울산,837
20180429,울산,164
20180430,울산,1342
20180501,울산,810
20180502,울산,823
20180503,울산,933
20180504,울산,1073
20180505,울산,311
20180506,울산,163
20180507,울산,844
20180508,울산,1111
20180509,울산,831
20180510,울산,798
20180511,울산,860
20180512,울산,646
20180513,울산,125
20180514,울산,1097
20180515,울산,738
20180516,울산,692
20180517,울산,701
20180518,울산,778
20180519,울산,620
20180520,울산,170
20180521,울산,1140
20180522,울산,195
20180523,울산,889
20180524,울산,738
20180525,울산,742
20180526,울산,579
20180527,울산,157
20180528,울산,984
20180529,울산,673
20180530,울산,630
20180531,울산,719
20180601,울산,811
20180602,울산,518
20180603,울산,138
20180604,울산,867
20180605,울산,677
20180606,울산,235
20180607,울산,739
20180608,울산,683
20180609,울산,472
20180610,울산,124
20180611,울산,828
20180612,울산,603
20180613,울산,288
20180614,울산,653
20180615,울산,674
20180616,울산,440
20180617,울산,132
20180618,울산,759
20180619,울산,538
20180620,울산,514
20180621,울산,530
20180622,울산,568
20180623,울산,455
20180624,울산,104
20180625,울산,710
20180626,울산,511
20180627,울산,457
20180628,울산,433
20180629,울산,589
20180630,울산,376
20160101,인천,506
20160102,인천,2379
20160103,인천,352
20160104,인천,3635
20160105,인천,2396
20160106,인천,2383
20160107,인천,2227
20160108,인천,2516
20160109,인천,1920
20160110,인천,237
20160111,인천,3139
20160112,인천,2152
20160113,인천,2010
20160114,인천,2119
20160115,인천,2369
20160116,인천,1832
20160117,인천,288
20160118,인천,2989
20160119,인천,1802
20160120,인천,1957
20160121,인천,2123
20160122,인천,2344
20160123,인천,1716
20160124,인천,202
20160125,인천,2903
20160126,인천,2183
20160127,인천,1988
20160128,인천,2218
20160129,인천,2295
20160130,인천,1827
20160131,인천,319
20160201,인천,3146
20160202,인천,2269
20160203,인천,2281
20160204,인천,2617
20160205,인천,3145
20160206,인천,2458
20160207,인천,358
20160208,인천,85
20160209,인천,429
20160210,인천,1620
20160211,인천,3302
20160212,인천,2454
20160213,인천,2249
20160214,인천,246
20160215,인천,3035
20160216,인천,2110
20160217,인천,2052
20160218,인천,2199
20160219,인천,2388
20160220,인천,1802
20160221,인천,273
20160222,인천,3043
20160223,인천,2058
20160224,인천,1989
20160225,인천,2107
20160226,인천,2331
20160227,인천,1702
20160228,인천,187
20160229,인천,3111
20160301,인천,545
20160302,인천,2530
20160303,인천,2083
20160304,인천,1993
20160305,인천,1654
20160306,인천,295
20160307,인천,2679
20160308,인천,1890
20160309,인천,1806
20160310,인천,2105
20160311,인천,2272
20160312,인천,2017
20160313,인천,275
20160314,인천,3170
20160315,인천,2153
20160316,인천,2069
20160317,인천,2243
20160318,인천,2537
20160319,인천,2093
20160320,인천,342
20160321,인천,3469
20160322,인천,2406
20160323,인천,2328
20160324,인천,2278
20160325,인천,2685
20160326,인천,2172
20160327,인천,290
20160328,인천,3460
20160329,인천,2374
20160330,인천,2268
20160331,인천,2315
20160401,인천,2521
20160402,인천,1981
20160403,인천,346
20160404,인천,3233
20160405,인천,2216
20160406,인천,2109
20160407,인천,2219
20160408,인천,2409
20160409,인천,2040
20160410,인천,247
20160411,인천,3167
20160412,인천,2223
20160413,인천,1028
20160414,인천,2489
20160415,인천,2237
20160416,인천,1891
20160417,인천,290
20160418,인천,2936
20160419,인천,2141
20160420,인천,1999
20160421,인천,2185
20160422,인천,2259
20160423,인천,1901
20160424,인천,241
20160425,인천,3109
20160426,인천,2127
20160427,인천,2260
20160428,인천,2348
20160429,인천,2540
20160430,인천,2113
20160501,인천,484
20160502,인천,3296
20160503,인천,2104
20160504,인천,2854
20160505,인천,419
20160506,인천,2385
20160507,인천,1770
20160508,인천,255
20160509,인천,3250
20160510,인천,2079
20160511,인천,2087
20160512,인천,2074
20160513,인천,2412
20160514,인천,675
20160515,인천,349
20160516,인천,3121
20160517,인천,1990
20160518,인천,1976
20160519,인천,1968
20160520,인천,2179
20160521,인천,1704
20160522,인천,206
20160523,인천,2972
20160524,인천,1988
20160525,인천,1910
20160526,인천,1996
20160527,인천,2042
20160528,인천,1592
20160529,인천,279
20160530,인천,2716
20160531,인천,1887
20160601,인천,1837
20160602,인천,1715
20160603,인천,2024
20160604,인천,1690
20160605,인천,272
20160606,인천,504
20160607,인천,2716
20160608,인천,1668
20160609,인천,1591
20160610,인천,1759
20160611,인천,1355
20160612,인천,173
20160613,인천,2133
20160614,인천,1466
20160615,인천,1430
20160616,인천,1520
20160617,인천,1677
20160618,인천,1263
20160619,인천,175
20160620,인천,2077
20160621,인천,1446
20160622,인천,1383
20160623,인천,1443
20160624,인천,1595
20160625,인천,1204
20160626,인천,135
20160627,인천,2194
20160628,인천,1458
20160629,인천,1426
20160630,인천,1383
20160701,인천,1458
20160702,인천,1218
20160703,인천,190
20160704,인천,1897
20160705,인천,1349
20160706,인천,1408
20160707,인천,1421
20160708,인천,1450
20160709,인천,1102
20160710,인천,146
20160711,인천,1836
20160712,인천,1343
20160713,인천,1331
20160714,인천,1384
20160715,인천,1469
20160716,인천,1024
20160717,인천,224
20160718,인천,1957
20160719,인천,1329
20160720,인천,1411
20160721,인천,1356
20160722,인천,1428
20160723,인천,1191
20160724,인천,158
20160725,인천,1805
20160726,인천,1298
20160727,인천,1241
20160728,인천,1329
20160729,인천,1382
20160730,인천,947
20160731,인천,177
20160801,인천,1708
20160802,인천,1151
20160803,인천,1233
20160804,인천,1238
20160805,인천,1342
20160806,인천,918
20160807,인천,165
20160808,인천,1834
20160809,인천,1260
20160810,인천,1259
20160811,인천,1230
20160812,인천,1407
20160813,인천,1018
20160814,인천,135
20160815,인천,352
20160816,인천,1872
20160817,인천,1239
20160818,인천,1309
20160819,인천,1422
20160820,인천,1237
20160821,인천,233
20160822,인천,2061
20160823,인천,1368
20160824,인천,1433
20160825,인천,1464
20160826,인천,1637
20160827,인천,1476
20160828,인천,233
20160829,인천,2366
20160830,인천,1762
20160831,인천,1505
20160901,인천,1814
20160902,인천,1780
20160903,인천,1557
20160904,인천,228
20160905,인천,2313
20160906,인천,1633
20160907,인천,1623
20160908,인천,1654
20160909,인천,1907
20160910,인천,1695
20160911,인천,252
20160912,인천,2933
20160913,인천,2722
20160914,인천,411
20160915,인천,54
20160916,인천,294
20160917,인천,1770
20160918,인천,308
20160919,인천,3061
20160920,인천,1897
20160921,인천,1848
20160922,인천,1808
20160923,인천,1974
20160924,인천,1587
20160925,인천,210
20160926,인천,2422
20160927,인천,1559
20160928,인천,1690
20160929,인천,1727
20160930,인천,1911
20161001,인천,1675
20161002,인천,236
20161003,인천,471
20161004,인천,2588
20161005,인천,1759
20161006,인천,1695
20161007,인천,1845
20161008,인천,1684
20161009,인천,236
20161010,인천,2801
20161011,인천,2092
20161012,인천,1758
20161013,인천,1827
20161014,인천,2006
20161015,인천,1617
20161016,인천,307
20161017,인천,2807
20161018,인천,1895
20161019,인천,1827
20161020,인천,1907
20161021,인천,2144
20161022,인천,1707
20161023,인천,255
20161024,인천,2959
20161025,인천,1978
20161026,인천,2003
20161027,인천,2117
20161028,인천,2161
20161029,인천,1753
20161030,인천,315
20161031,인천,2979
20161101,인천,2318
20161102,인천,2081
20161103,인천,2314
20161104,인천,2431
20161105,인천,1923
20161106,인천,392
20161107,인천,3016
20161108,인천,2307
20161109,인천,2039
20161110,인천,2253
20161111,인천,2431
20161112,인천,1974
20161113,인천,312
20161114,인천,3224
20161115,인천,2330
20161116,인천,2283
20161117,인천,2304
20161118,인천,2531
20161119,인천,2089
20161120,인천,414
20161121,인천,3657
20161122,인천,2521
20161123,인천,2480
20161124,인천,2469
20161125,인천,2870
20161126,인천,2208
20161127,인천,320
20161128,인천,3764
20161129,인천,2587
20161130,인천,2516
20161201,인천,2773
20161202,인천,2872
20161203,인천,2363
20161204,인천,459
20161205,인천,3798
20161206,인천,2669
20161207,인천,2490
20161208,인천,2652
20161209,인천,2963
20161210,인천,2459
20161211,인천,360
20161212,인천,3993
20161213,인천,2814
20161214,인천,2686
20161215,인천,2648
20161216,인천,2960
20161217,인천,2461
20161218,인천,399
20161219,인천,3934
20161220,인천,2791
20161221,인천,2687
20161222,인천,2521
20161223,인천,2951
20161224,인천,2288
20161225,인천,239
20161226,인천,3710
20161227,인천,2563
20161228,인천,2272
20161229,인천,2337
20161230,인천,2671
20161231,인천,1973
20170101,인천,384
20170102,인천,3011
20170103,인천,2214
20170104,인천,1958
20170105,인천,2085
20170106,인천,2181
20170107,인천,1635
20170108,인천,222
20170109,인천,2800
20170110,인천,1969
20170111,인천,1745
20170112,인천,1741
20170113,인천,1892
20170114,인천,1470
20170115,인천,257
20170116,인천,2423
20170117,인천,1798
20170118,인천,1738
20170119,인천,1866
20170120,인천,1707
20170121,인천,1502
20170122,인천,196
20170123,인천,2491
20170124,인천,1869
20170125,인천,1941
20170126,인천,2831
20170127,인천,337
20170128,인천,56
20170129,인천,249
20170130,인천,961
20170131,인천,2628
20170201,인천,1704
20170202,인천,1725
20170203,인천,1848
20170204,인천,1508
20170205,인천,276
20170206,인천,2353
20170207,인천,1786
20170208,인천,1683
20170209,인천,1722
20170210,인천,1754
20170211,인천,1434
20170212,인천,249
20170213,인천,2600
20170214,인천,1856
20170215,인천,1758
20170216,인천,1816
20170217,인천,1910
20170218,인천,1509
20170219,인천,281
20170220,인천,2500
20170221,인천,1804
20170222,인천,1547
20170223,인천,1804
20170224,인천,2001
20170225,인천,1433
20170226,인천,213
20170227,인천,2657
20170228,인천,1882
20170301,인천,465
20170302,인천,2220
20170303,인천,1799
20170304,인천,1547
20170305,인천,305
20170306,인천,2344
20170307,인천,1747
20170308,인천,1647
20170309,인천,1766
20170310,인천,1828
20170311,인천,1637
20170312,인천,265
20170313,인천,2696
20170314,인천,1896
20170315,인천,1881
20170316,인천,2167
20170317,인천,2139
20170318,인천,1921
20170319,인천,412
20170320,인천,3194
20170321,인천,2314
20170322,인천,2190
20170323,인천,2393
20170324,인천,2515
20170325,인천,2095
20170326,인천,386
20170327,인천,3367
20170328,인천,2531
20170329,인천,2253
20170330,인천,2378
20170331,인천,2466
20170401,인천,2211
20170402,인천,475
20170403,인천,3287
20170404,인천,2564
20170405,인천,2028
20170406,인천,2476
20170407,인천,2600
20170408,인천,2057
20170409,인천,371
20170410,인천,3312
20170411,인천,2243
20170412,인천,2282
20170413,인천,2411
20170414,인천,2406
20170415,인천,1963
20170416,인천,383
20170417,인천,2992
20170418,인천,2154
20170419,인천,2113
20170420,인천,2322
20170421,인천,2353
20170422,인천,1999
20170423,인천,349
20170424,인천,3240
20170425,인천,2288
20170426,인천,2101
20170427,인천,2291
20170428,인천,2564
20170429,인천,1978
